"symbol"	"ensemble_ID"	"entrez_ID"	"norm_exp"
"TONSL"	"ENSG00000160949"	4796	0.537269850322096
"PTGER1"	"ENSG00000160951"	5731	0.0555414746003966
"RECQL4"	"ENSG00000160957"	9401	0.515403255389098
"LRRC14"	"ENSG00000160959"	9684	0.530355649492372
"ZNF333"	"ENSG00000160961"	84449	0.5447596569014
"PPP1R16A"	"ENSG00000160972"	84988	0.429220097641007
"FOXH1"	"ENSG00000160973"	8928	0.0880311544763851
"ORAI2"	"ENSG00000160991"	80228	0.605659486865987
"ALKBH4"	"ENSG00000160993"	54784	0.428841234476723
"CCDC105"	"ENSG00000160994"	126402	0
"SH2B2"	"ENSG00000160999"	10603	0.382948345675131
"SQSTM1"	"ENSG00000161011"	8878	0.60729378216111
"MGAT4B"	"ENSG00000161013"	11282	0.561551151949891
"MAML1"	"ENSG00000161021"	9794	0.599537774667002
"PGLYRP2"	"ENSG00000161031"	114770	0.0880311544763851
"LRWD1"	"ENSG00000161036"	100847073	0.516236942244883
"FBXL13"	"ENSG00000161040"	222235	0.301382746048314
"NAPEPLD"	"ENSG00000161048"	222236	0.439825341357101
"SCGB3A1"	"ENSG00000161055"	92304	0.0555414746003966
"PSMC2"	"ENSG00000161057"	5701	0.578329483671187
"CELF5"	"ENSG00000161082"	60680	0.128963310306134
"MFSD12"	"ENSG00000161091"	126321	0.571490813469833
"USP41"	"ENSG00000161133"	373856	0.310197052877971
"YDJC"	"ENSG00000161179"	150223	0.471315473012568
"CCDC116"	"ENSG00000161180"	164592	0.205527878615432
"DVL3"	"ENSG00000161202"	1857	0.596853928266041
"AP2M1"	"ENSG00000161203"	1173	0.667198880709474
"ABCF3"	"ENSG00000161204"	55324	0.552140443128899
"PCYT1A"	"ENSG00000161217"	5130	0.557271108794927
"FBXO27"	"ENSG00000161243"	126433	0
"DMKN"	"ENSG00000161249"	93099	0.0880311544763851
"U2AF1L4"	"ENSG00000161265"	199746	0.470867195423995
"BDH1"	"ENSG00000161267"	622	0.494701837784502
"NPHS1"	"ENSG00000161270"	4868	0.0555414746003966
"THAP8"	"ENSG00000161277"	199745	0.301382746048314
"COX7A1"	"ENSG00000161281"	1346	0.16662442380119
"ZNF382"	"ENSG00000161298"	84911	0.383952067483569
"LRRC56"	"ENSG00000161328"	115399	0.328077413983312
"PLXDC1"	"ENSG00000161381"	57125	0.346490198376218
"PGAP3"	"ENSG00000161395"	93210	0.474385100720969
"IKZF3"	"ENSG00000161405"	22806	0.501115612722756
"GRIN2C"	"ENSG00000161509"	2905	0.340999735497088
"FDXR"	"ENSG00000161513"	2232	0.380556245352102
"SAP30BP"	"ENSG00000161526"	29115	0.615629703032719
"ACOX1"	"ENSG00000161533"	51	0.588190835123846
"PRPSAP1"	"ENSG00000161542"	5635	0.521484099367605
"CYGB"	"ENSG00000161544"	114757	0.557079732038158
"SRSF2"	"ENSG00000161547"	693221	0.72432921946127
"ZNF577"	"ENSG00000161551"	84765	0.478473687996711
"TMEM143"	"ENSG00000161558"	55260	0.394235168648552
"KLHL10"	"ENSG00000161594"	317719	0.143572629076782
"HCRT"	"ENSG00000161610"	3060	0.0555414746003966
"ALDH16A1"	"ENSG00000161618"	126133	0.561115072451995
"ITGA5"	"ENSG00000161638"	3678	0.692927665000272
"SIGLEC11"	"ENSG00000161640"	114132	0.111082949200793
"ZNF385A"	"ENSG00000161642"	25946	0.408159198123445
"MPP3"	"ENSG00000161647"	4356	0.128963310306134
"CD300LG"	"ENSG00000161649"	146894	0
"IZUMO2"	"ENSG00000161652"	126123	0
"NAGS"	"ENSG00000161653"	162417	0.136600458777956
"LSM12"	"ENSG00000161654"	124801	0.47775503376278
"ASB16"	"ENSG00000161664"	92591	0.315054868053756
"EMC10"	"ENSG00000161671"	284361	0.561732153630581
"JOSD2"	"ENSG00000161677"	126119	0.32673066950933
"SHANK1"	"ENSG00000161681"	50944	0.46443468771886
"FAM171A2"	"ENSG00000161682"	284069	0.18450478490653
"DBF4B"	"ENSG00000161692"	80174	0.456907063858171
"PLCD3"	"ENSG00000161714"	113026	0.364051530221496
"FMNL3"	"ENSG00000161791"	91010	0.574998405078233
"AQP5"	"ENSG00000161798"	362	0
"RACGAP1"	"ENSG00000161800"	29127	0.527358280280451
"OR7G1"	"ENSG00000161807"	125962	0
"LARP4"	"ENSG00000161813"	113251	0.578300083777271
"RAVER1"	"ENSG00000161847"	125950	0.537220766455342
"KRT82"	"ENSG00000161850"	3888	0
"SYCE2"	"ENSG00000161860"	256126	0.287145258153563
"SPC24"	"ENSG00000161888"	147841	0.463823476441318
"IP6K3"	"ENSG00000161896"	117283	0
"LEMD2"	"ENSG00000161904"	221496	0.584711596738363
"ALOX15"	"ENSG00000161905"	246	0.111082949200793
"TREML1"	"ENSG00000161911"	340205	0.17606230895277
"ZNF653"	"ENSG00000161914"	115950	0.36900956981306
"MED11"	"ENSG00000161920"	400569	0.362328250686454
"CXCL16"	"ENSG00000161921"	58191	0.372152302416622
"SCIMP"	"ENSG00000161929"	388325	0.315054868053756
"BCL6B"	"ENSG00000161940"	255877	0.515789112041464
"ASGR2"	"ENSG00000161944"	433	0.128963310306134
"TNFSF13"	"ENSG00000161955"	8741	0.362328250686454
"SENP3"	"ENSG00000161956"	26168	0.505464206148643
"FGF11"	"ENSG00000161958"	2256	0.18450478490653
"EIF4A1"	"ENSG00000161960"	1973	0.644957455333209
"CCDC42"	"ENSG00000161973"	146849	0.17606230895277
"POLR3K"	"ENSG00000161980"	51728	0.398228207354357
"SNRNP25"	"ENSG00000161981"	79622	0.470076624007879
"WDR90"	"ENSG00000161996"	197335	0.543453047748688
"JMJD8"	"ENSG00000161999"	339123	0.494785262477066
"CCDC78"	"ENSG00000162004"	124093	0.386246317739524
"MSLNL"	"ENSG00000162006"	NA	0.0555414746003966
"SSTR5"	"ENSG00000162009"	6755	0
"SPSB3"	"ENSG00000162032"	90864	0.35692422064871
"MEIOB"	"ENSG00000162039"	254528	0.0555414746003966
"HS3ST6"	"ENSG00000162040"	64711	0
"CCNF"	"ENSG00000162063"	899	0.478779720488259
"TBC1D24"	"ENSG00000162065"	57465	0.483042400958815
"AMDHD2"	"ENSG00000162066"	51005	0.453769681954753
"NTN3"	"ENSG00000162068"	4917	0.16662442380119
"PAQR4"	"ENSG00000162073"	124222	0.462586886931145
"FLYWCH2"	"ENSG00000162076"	114984	0.40360804007651
"ZG16B"	"ENSG00000162078"	124220	0.0880311544763851
"ZNF75A"	"ENSG00000162086"	7627	0.557003053171092
"ADCY9"	"ENSG00000162104"	115	0.549866822686942
"SHANK2"	"ENSG00000162105"	22941	0.192141933378352
"CLPB"	"ENSG00000162129"	81570	0.510279081818566
"NEU3"	"ENSG00000162139"	10825	0.507481959775653
"CYB561A3"	"ENSG00000162144"	220002	0.560529916697964
"PPP1R32"	"ENSG00000162148"	220004	0.306786776086057
"ASRGL1"	"ENSG00000162174"	80150	0.227023713577371
"GNG3"	"ENSG00000162188"	2785	0.16662442380119
"UBXN1"	"ENSG00000162191"	51035	0.623481307461518
"TTC9C"	"ENSG00000162222"	283237	0.462212157908513
"TAF6L"	"ENSG00000162227"	10629	0.456773180101093
"NXF1"	"ENSG00000162231"	10482	0.670995667874848
"STX5"	"ENSG00000162236"	6811	0.55564915692678
"SLC25A45"	"ENSG00000162241"	283130	0.470076624007879
"ITIH3"	"ENSG00000162267"	3699	0.40515399304409
"SYVN1"	"ENSG00000162298"	102465449	0.632522220925288
"ZFPL1"	"ENSG00000162300"	7542	0.397107498037228
"RPS6KA4"	"ENSG00000162302"	8986	0.551813717253312
"LRP5"	"ENSG00000162337"	4041	0.582034387923212
"TPCN2"	"ENSG00000162341"	219931	0.468702943338009
"FGF19"	"ENSG00000162344"	9965	0
"CYP4A22"	"ENSG00000162365"	284541	0
"TAL1"	"ENSG00000162367"	6886	0.396256558252951
"CMPK1"	"ENSG00000162368"	51727	0.674788415502745
"BEND5"	"ENSG00000162373"	79656	0.466002355973828
"ELAVL4"	"ENSG00000162374"	1996	0
"COA7"	"ENSG00000162377"	65260	0.416773546632693
"ZYG11B"	"ENSG00000162378"	79699	0.585977320339633
"SLC1A7"	"ENSG00000162383"	6512	0.0555414746003966
"MAGOH"	"ENSG00000162385"	4116	0.506910624663746
"ACOT11"	"ENSG00000162390"	26027	0.17606230895277
"PARS2"	"ENSG00000162396"	25973	0.257926620612267
"BSND"	"ENSG00000162399"	7809	0
"USP24"	"ENSG00000162402"	23358	0.695195139193246
"NOL9"	"ENSG00000162408"	79707	0.591250554345366
"PRKAA2"	"ENSG00000162409"	5563	0
"KLHL21"	"ENSG00000162413"	9903	0.530569328045582
"ZSWIM5"	"ENSG00000162415"	57643	0.227023713577371
"GMEB1"	"ENSG00000162419"	10691	0.541661601973917
"SLC45A1"	"ENSG00000162426"	50651	0.0880311544763851
"AK4"	"ENSG00000162433"	205	0.235936158092253
"JAK1"	"ENSG00000162434"	3716	0.717206110029706
"RAVER2"	"ENSG00000162437"	55225	0.523198478954686
"CTRC"	"ENSG00000162438"	11330	0.199114103677178
"LZIC"	"ENSG00000162441"	84328	0.516491725957061
"RBP7"	"ENSG00000162444"	116362	0.0880311544763851
"KNCN"	"ENSG00000162456"	148930	0
"FBLIM1"	"ENSG00000162458"	54751	0.111082949200793
"TMEM82"	"ENSG00000162460"	388595	0
"SLC25A34"	"ENSG00000162461"	284723	0.360567093859301
"AKR7A3"	"ENSG00000162482"	22977	0.247683407978749
"DRAXIN"	"ENSG00000162490"	374946	0.282565188177767
"PDPN"	"ENSG00000162493"	10630	0
"LRRC38"	"ENSG00000162494"	126755	0.128963310306134
"DHRS3"	"ENSG00000162496"	9249	0.55638696625358
"MATN1"	"ENSG00000162510"	4146	0.287145258153563
"LAPTM5"	"ENSG00000162511"	7805	0.852364156165081
"SDC3"	"ENSG00000162512"	9672	0.254655578277575
"PEF1"	"ENSG00000162517"	553115	0.543906013397933
"SYNC"	"ENSG00000162520"	81493	0.128963310306134
"RBBP4"	"ENSG00000162521"	5928	0.674532227324744
"KIAA1522"	"ENSG00000162522"	57648	0.341566023436831
"TSSK3"	"ENSG00000162526"	81629	0.227023713577371
"TMCO4"	"ENSG00000162542"	255104	0.505464206148643
"UBXN10"	"ENSG00000162543"	127733	0.390032663521962
"CAMK2N1"	"ENSG00000162545"	55450	0.111082949200793
"ALPL"	"ENSG00000162551"	249	0.17606230895277
"WNT4"	"ENSG00000162552"	54361	0.293559033091817
"TTLL10"	"ENSG00000162571"	254173	0.0555414746003966
"SCNN1D"	"ENSG00000162572"	6339	0.416108568459697
"MXRA8"	"ENSG00000162576"	54587	0.355987023883504
"MEGF6"	"ENSG00000162591"	1953	0.578944402679953
"CCDC27"	"ENSG00000162592"	148870	0
"IL23R"	"ENSG00000162594"	149233	0.0555414746003966
"DIRAS3"	"ENSG00000162595"	9077	0
"C1orf87"	"ENSG00000162598"	127795	0
"NFIA"	"ENSG00000162599"	4774	0.363194523015116
"OMA1"	"ENSG00000162600"	115209	0.480691247154163
"MYSM1"	"ENSG00000162601"	114803	0.625871439293171
"TM2D1"	"ENSG00000162604"	83941	0.507410765270775
"USP1"	"ENSG00000162607"	7398	0.62867992592184
"FUBP1"	"ENSG00000162613"	8880	0.70102194473461
"NEXN"	"ENSG00000162614"	91624	0.432732675682231
"DNAJB4"	"ENSG00000162616"	11080	0.484192603626218
"LRRIQ3"	"ENSG00000162620"	127255	0.192141933378352
"LRRC53"	"ENSG00000162621"	105378803	0
"TYW3"	"ENSG00000162623"	127253	0.526464842063124
"LHX8"	"ENSG00000162624"	431707	0
"SNX7"	"ENSG00000162627"	51375	0
"B3GALT2"	"ENSG00000162630"	8707	0.400963265015232
"NTNG1"	"ENSG00000162631"	22854	0.280173087854737
"FAM102B"	"ENSG00000162636"	284611	0.587512210657471
"HENMT1"	"ENSG00000162639"	113802	0.488183659691452
"AKNAD1"	"ENSG00000162641"	254268	0.222165898401586
"C1orf52"	"ENSG00000162642"	148423	0.514168971730934
"GBP2"	"ENSG00000162645"	2634	0.53935250888668
"ATXN7L2"	"ENSG00000162650"	127002	0.475876914740002
"GBP4"	"ENSG00000162654"	115361	0.683512634535368
"ZNF326"	"ENSG00000162664"	284695	0.657095259865568
"HFM1"	"ENSG00000162669"	164045	0.0880311544763851
"BRINP3"	"ENSG00000162670"	339479	0
"GFI1"	"ENSG00000162676"	2672	0.550825469454945
"KCNT2"	"ENSG00000162687"	343450	0
"AGL"	"ENSG00000162688"	178	0.467187723891629
"VCAM1"	"ENSG00000162692"	7412	0.231603783553167
"EXTL2"	"ENSG00000162694"	2135	0.416108568459697
"SLC30A7"	"ENSG00000162695"	148867	0.578152922285091
"ZNF281"	"ENSG00000162702"	23528	0.604310616971653
"ARPC5"	"ENSG00000162704"	10092	0.626502319101754
"CADM3"	"ENSG00000162706"	57863	0
"NLRP3"	"ENSG00000162711"	114548	0.484477592936601
"ZNF496"	"ENSG00000162714"	84838	0.593031831005608
"SLAMF9"	"ENSG00000162723"	89886	0
"OR2M5"	"ENSG00000162727"	127059	0
"KCNJ9"	"ENSG00000162728"	3765	0.199114103677178
"IGSF8"	"ENSG00000162729"	93185	0.474921085394786
"DDR2"	"ENSG00000162733"	4921	0.231603783553167
"PEA15"	"ENSG00000162734"	8682	0.517565608777812
"PEX19"	"ENSG00000162735"	5824	0.536133243889555
"NCSTN"	"ENSG00000162736"	23385	0.566163429898777
"VANGL2"	"ENSG00000162738"	57216	0.323967312568638
"SLAMF6"	"ENSG00000162739"	114836	0.400152505215067
"OLFML2B"	"ENSG00000162745"	25903	0.155924632097761
"FCRLB"	"ENSG00000162746"	127943	0.111082949200793
"SLC9C2"	"ENSG00000162753"	284525	0.111082949200793
"KLHDC9"	"ENSG00000162755"	126823	0.216994464782519
"C1orf74"	"ENSG00000162757"	148304	0.282565188177767
"LMX1A"	"ENSG00000162761"	4009	0
"LRRC52"	"ENSG00000162763"	440699	0
"FLVCR1"	"ENSG00000162769"	28982	0.481186792394444
"FAM71A"	"ENSG00000162771"	149647	0.155924632097761
"ATF3"	"ENSG00000162772"	467	0.570751102646055
"RBM15"	"ENSG00000162775"	64783	0.625529666131715
"DENND2D"	"ENSG00000162777"	79961	0.522611447684694
"AXDND1"	"ENSG00000162779"	126859	0.155924632097761
"TDRD5"	"ENSG00000162782"	163589	0
"IER5"	"ENSG00000162783"	51278	0.625855197393862
"SNED1"	"ENSG00000162804"	25992	0.409136398160871
"BPNT1"	"ENSG00000162813"	10380	0.479287191531916
"SPATA17"	"ENSG00000162814"	128153	0.0555414746003966
"C1orf115"	"ENSG00000162817"	79762	0.155924632097761
"BROX"	"ENSG00000162819"	148362	0.590521757447707
"NBPF20"	"ENSG00000162825"	100288142	0.0555414746003966
"ACP6"	"ENSG00000162836"	51205	0.398228207354357
"WDR64"	"ENSG00000162843"	128025	0.0555414746003966
"KIF26B"	"ENSG00000162849"	55083	0.293559033091817
"TFB2M"	"ENSG00000162851"	64216	0.488994419491617
"CNST"	"ENSG00000162852"	163882	0.603391421983567
"PPP1R21"	"ENSG00000162869"	129285	0.51874904170673
"KLHDC8A"	"ENSG00000162873"	55220	0.143572629076782
"PM20D1"	"ENSG00000162877"	148811	0.277707373001983
"PKDCC"	"ENSG00000162878"	91461	0.111082949200793
"OXER1"	"ENSG00000162881"	165140	0.328077413983312
"HAAO"	"ENSG00000162882"	23498	0.378802796611142
"B3GALNT2"	"ENSG00000162885"	148789	0.483427639248778
"MAPKAPK2"	"ENSG00000162889"	9261	0.692334686306341
"IL20"	"ENSG00000162891"	50604	0
"IL24"	"ENSG00000162892"	11009	0.386246317739524
"PIGR"	"ENSG00000162896"	5284	0.111082949200793
"FCAMR"	"ENSG00000162897"	83953	0
"CAPN2"	"ENSG00000162909"	824	0.568755533493733
"MRPL55"	"ENSG00000162910"	128308	0.494618326145916
"WDR26"	"ENSG00000162923"	80232	0.701212441876324
"REL"	"ENSG00000162924"	5966	0.624396321566834
"PUS10"	"ENSG00000162927"	150962	0.479388301210908
"PEX13"	"ENSG00000162928"	5194	0.513511630801128
"TRIM17"	"ENSG00000162931"	51127	0.261069353215829
"RFTN2"	"ENSG00000162944"	130132	0.257926620612267
"DISC1"	"ENSG00000162946"	27185	0.480492167772332
"CAPN13"	"ENSG00000162949"	92291	0.211466106698157
"LRRTM1"	"ENSG00000162951"	347730	0
"MEMO1"	"ENSG00000162959"	51072	0.465882849001684
"DPY30"	"ENSG00000162961"	84661	0.438489820275528
"TYW5"	"ENSG00000162971"	129450	0.534372087062402
"KCNF1"	"ENSG00000162975"	3754	0
"ARL5A"	"ENSG00000162980"	26225	0.617670398571108
"KCNJ3"	"ENSG00000162989"	3760	0
"NEUROD1"	"ENSG00000162992"	4760	0
"CLHC1"	"ENSG00000162994"	130162	0.425941180566986
"FRZB"	"ENSG00000162998"	2487	0.0555414746003966
"DUSP19"	"ENSG00000162999"	142679	0.310197052877971
"NUP35"	"ENSG00000163002"	129401	0.429408859589241
"CCDC138"	"ENSG00000163006"	165055	0.442431405518798
"ZSWIM2"	"ENSG00000163012"	151112	0
"FBXO41"	"ENSG00000163013"	150726	0.577502181529084
"ACTG2"	"ENSG00000163017"	72	0.0555414746003966
"SMC6"	"ENSG00000163029"	79677	0.641812163052605
"VSNL1"	"ENSG00000163032"	7447	0.155924632097761
"CCDC74A"	"ENSG00000163040"	90557	0.205527878615432
"ANKRD30BL"	"ENSG00000163046"	554226	0.728672349877687
"SLC16A14"	"ENSG00000163053"	151473	0.434521352852603
"TEKT4"	"ENSG00000163060"	150483	0
"EN1"	"ENSG00000163064"	2019	0
"SGCB"	"ENSG00000163069"	6443	0.323261322010746
"SPATA18"	"ENSG00000163071"	132671	0.0555414746003966
"NOSTRIN"	"ENSG00000163072"	115677	0.287145258153563
"SGPP2"	"ENSG00000163082"	130367	0.355038735774939
"INHBB"	"ENSG00000163083"	3625	0.199114103677178
"XIRP2"	"ENSG00000163092"	129446	0.0880311544763851
"BBS5"	"ENSG00000163093"	129880	0.251245301485661
"SMARCAD1"	"ENSG00000163104"	56916	0.57524316864379
"HPGDS"	"ENSG00000163106"	27306	0.0880311544763851
"PDLIM5"	"ENSG00000163110"	10611	0.371378099196085
"PDHA2"	"ENSG00000163114"	5161	0
"STPG2"	"ENSG00000163116"	285555	0.0880311544763851
"RPRD2"	"ENSG00000163125"	23248	0.599198673822496
"ANKRD23"	"ENSG00000163126"	200539	0.282565188177767
"CTSS"	"ENSG00000163131"	1520	0.636899423107484
"MSX1"	"ENSG00000163132"	4487	0.243955786574146
"PACRGL"	"ENSG00000163138"	133015	0.419165646955723
"BNIPL"	"ENSG00000163141"	149428	0.227023713577371
"C1QTNF7"	"ENSG00000163145"	114905	0.155924632097761
"TNFAIP8L2"	"ENSG00000163154"	79626	0.35112920870772
"LYSMD1"	"ENSG00000163155"	388695	0.329401897195873
"SCNM1"	"ENSG00000163156"	100534012	0.503094217200231
"VPS72"	"ENSG00000163159"	6944	0.49995148459667
"ERCC3"	"ENSG00000163161"	2071	0.601872129801863
"RNF149"	"ENSG00000163162"	284996	0.609654557460297
"IWS1"	"ENSG00000163166"	55677	0.57967034902928
"BOLA3"	"ENSG00000163170"	388962	0.383618888583709
"CDC42EP3"	"ENSG00000163171"	10602	0.536282414413498
"S100A11"	"ENSG00000163191"	6282	0.32254905589895
"SPRR3"	"ENSG00000163209"	6707	0
"DHX57"	"ENSG00000163214"	90957	0.49924480222133
"SPRR2D"	"ENSG00000163216"	6703	0
"BMP10"	"ENSG00000163217"	27302	0
"PGLYRP4"	"ENSG00000163218"	57115	0
"ARHGAP25"	"ENSG00000163219"	9938	0.615222672136875
"TGFA"	"ENSG00000163235"	7039	0.254655578277575
"TDRD10"	"ENSG00000163239"	126668	0.0880311544763851
"CCNYL1"	"ENSG00000163249"	100616361	0.470303298586112
"FZD5"	"ENSG00000163251"	7855	0.35692422064871
"DCAF16"	"ENSG00000163257"	54876	0.62700026832556
"NPPC"	"ENSG00000163273"	4880	0.275163368538731
"GNPDA2"	"ENSG00000163281"	132789	0.498292758428108
"ALPP"	"ENSG00000163283"	250	0.0555414746003966
"GABRG1"	"ENSG00000163285"	2565	0
"GABRB1"	"ENSG00000163288"	2560	0
"PAQR3"	"ENSG00000163291"	152559	0.498132978893672
"NIPAL1"	"ENSG00000163293"	152519	0.192141933378352
"ALPI"	"ENSG00000163295"	248	0
"ANTXR2"	"ENSG00000163297"	118429	0.567654883294128
"HELQ"	"ENSG00000163312"	113510	0.5027174914947
"MRPS18C"	"ENSG00000163319"	51023	0.450937959372789
"CGGBP1"	"ENSG00000163320"	8545	0.677791943147301
"GPR155"	"ENSG00000163328"	151556	0.431088000636492
"DAPL1"	"ENSG00000163331"	92196	0
"PMVK"	"ENSG00000163344"	10654	0.456235396807508
"PBXIP1"	"ENSG00000163346"	57326	0.712278459637067
"CLDN1"	"ENSG00000163347"	9076	0
"PYGO2"	"ENSG00000163348"	90780	0.554311668859858
"HIPK1"	"ENSG00000163349"	204851	0.717878600955365
"LENEP"	"ENSG00000163352"	55891	0.0555414746003966
"DCST2"	"ENSG00000163354"	127579	0.211466106698157
"DCST1"	"ENSG00000163357"	149095	0.0880311544763851
"COL6A3"	"ENSG00000163359"	1293	0.319634938029552
"YY1AP1"	"ENSG00000163374"	55249	0.621550792967594
"KBTBD8"	"ENSG00000163376"	84541	0.435400938083919
"EOGT"	"ENSG00000163378"	285203	0.486073662072149
"LMOD3"	"ENSG00000163380"	56203	0.240046259506927
"POGLUT1"	"ENSG00000163389"	56983	0.490854887377995
"SLC22A15"	"ENSG00000163393"	55356	0.222165898401586
"CCKAR"	"ENSG00000163394"	886	0
"IGFN1"	"ENSG00000163395"	91156	0.0555414746003966
"ATP1A1"	"ENSG00000163399"	476	0.638566074081887
"SLC15A2"	"ENSG00000163406"	6565	0.496598968528502
"EIF4E3"	"ENSG00000163412"	317649	0.528076934514383
"LRRC58"	"ENSG00000163428"	116064	0.602613670189038
"FSTL1"	"ENSG00000163430"	406975	0.227023713577371
"LMOD1"	"ENSG00000163431"	25802	0.128963310306134
"ELF3"	"ENSG00000163435"	1999	0.284887942403894
"TMEM183A"	"ENSG00000163444"	653659	0.608674307789949
"TMEM169"	"ENSG00000163449"	92691	0.111082949200793
"IGFBP7"	"ENSG00000163453"	3490	0.507481959775653
"TRIM46"	"ENSG00000163462"	80128	0.340429417004291
"KRTCAP2"	"ENSG00000163463"	200185	0.413392057126869
"CXCR1"	"ENSG00000163464"	3577	0.128963310306134
"ARPC2"	"ENSG00000163466"	10109	0.705881255769076
"TSACC"	"ENSG00000163467"	128229	0.0880311544763851
"CCT3"	"ENSG00000163468"	7203	0.65185706976836
"TMEM79"	"ENSG00000163472"	84283	0.364051530221496
"SSR2"	"ENSG00000163479"	6746	0.622386281138688
"RNF25"	"ENSG00000163481"	64320	0.423745716931519
"STK36"	"ENSG00000163482"	27148	0.480092519013854
"ADORA1"	"ENSG00000163485"	134	0.0555414746003966
"NEK10"	"ENSG00000163491"	152110	0.240046259506927
"CCDC141"	"ENSG00000163492"	285025	0.420229798186308
"FEV"	"ENSG00000163497"	54738	0
"CRYBA2"	"ENSG00000163499"	1412	0
"IHH"	"ENSG00000163501"	3549	0.0880311544763851
"EOMES"	"ENSG00000163508"	8320	0.267007581298554
"CWC22"	"ENSG00000163510"	57703	0.534828666132312
"AZI2"	"ENSG00000163512"	64343	0.481875447179266
"TGFBR2"	"ENSG00000163513"	7048	0.663152034794312
"ANKZF1"	"ENSG00000163516"	55139	0.586509920572099
"HDAC11"	"ENSG00000163517"	79885	0.338106662778164
"FCRL4"	"ENSG00000163518"	83417	0
"TRAT1"	"ENSG00000163519"	50852	0.345957775088652
"FBLN2"	"ENSG00000163520"	2199	0.261069353215829
"GLB1L"	"ENSG00000163521"	79411	0.319634938029552
"STT3B"	"ENSG00000163527"	201595	0.737641643587027
"CHCHD4"	"ENSG00000163528"	131474	0.359220349385319
"DPPA2"	"ENSG00000163530"	151871	0
"NFASC"	"ENSG00000163531"	23114	0.199114103677178
"FCRL1"	"ENSG00000163534"	115350	0.423136364869726
"SERPINI1"	"ENSG00000163536"	5274	0.328077413983312
"CLASP2"	"ENSG00000163539"	23122	0.615167007383008
"SUCLG1"	"ENSG00000163541"	8802	0.549698924438044
"NUAK2"	"ENSG00000163545"	81788	0.458496459636135
"SPTA1"	"ENSG00000163554"	6708	0.625643752568111
"PRKCI"	"ENSG00000163558"	5584	0.549740931993381
"PYHIN1"	"ENSG00000163564"	149628	0.482655301607091
"IFI16"	"ENSG00000163565"	3428	0.679456636653515
"AIM2"	"ENSG00000163568"	9447	0.216994464782519
"EFHB"	"ENSG00000163576"	151651	0.16662442380119
"EIF5A2"	"ENSG00000163577"	56648	0.257926620612267
"SLC2A2"	"ENSG00000163581"	6514	0
"FABP1"	"ENSG00000163586"	2168	0
"PPM1L"	"ENSG00000163590"	151742	0.463700672723841
"ICA1L"	"ENSG00000163596"	130026	0.443703327620933
"CTLA4"	"ENSG00000163599"	1493	0.257926620612267
"ICOS"	"ENSG00000163600"	29851	0.330704843139128
"RYBP"	"ENSG00000163602"	23429	0.625022464497661
"PPP4R2"	"ENSG00000163605"	151987	0.639448292220785
"CD200R1"	"ENSG00000163606"	131450	0.247683407978749
"GTPBP8"	"ENSG00000163607"	29083	0.467305301917083
"SPICE1"	"ENSG00000163611"	152185	0.54189352517481
"CADPS"	"ENSG00000163618"	8618	0.155924632097761
"CDS1"	"ENSG00000163624"	1040	0.128963310306134
"WDFY3"	"ENSG00000163625"	23001	0.566231828887112
"COX18"	"ENSG00000163626"	285521	0.472204574061958
"PTPN13"	"ENSG00000163629"	5783	0.254655578277575
"SYNPR"	"ENSG00000163630"	132204	0
"ALB"	"ENSG00000163631"	213	0.0880311544763851
"C3orf49"	"ENSG00000163632"	NA	0.143572629076782
"C4orf36"	"ENSG00000163633"	100506746	0.365738527478368
"THOC7"	"ENSG00000163634"	80145	0.513906682102403
"ATXN7"	"ENSG00000163635"	6314	0.62482526322511
"PSMD6"	"ENSG00000163636"	9861	0.638801362267092
"PRICKLE2"	"ENSG00000163637"	166336	0.0555414746003966
"ADAMTS9"	"ENSG00000163638"	56999	0.0555414746003966
"PPM1K"	"ENSG00000163644"	152926	0.621516505671405
"CLRN1"	"ENSG00000163646"	7401	0
"GMPS"	"ENSG00000163655"	8833	0.613193971121369
"TIPARP"	"ENSG00000163659"	25976	0.589811745372137
"CCNL1"	"ENSG00000163660"	57018	0.823626135603426
"PTX3"	"ENSG00000163661"	5806	0.251245301485661
"HESX1"	"ENSG00000163666"	8820	0.235936158092253
"DCLK3"	"ENSG00000163673"	85443	0.0880311544763851
"SLMAP"	"ENSG00000163681"	7871	0.614421091733896
"SMIM14"	"ENSG00000163683"	201895	0.555414746003966
"RPP14"	"ENSG00000163684"	11102	0.521782311137072
"ABHD6"	"ENSG00000163686"	57406	0.301382746048314
"DNASE1L3"	"ENSG00000163687"	1776	0.128963310306134
"RBM47"	"ENSG00000163694"	54502	0.481087928211674
"APBB2"	"ENSG00000163697"	323	0.429785054693237
"IL17RE"	"ENSG00000163701"	132014	0.247683407978749
"IL17RC"	"ENSG00000163702"	84818	0.435050261769431
"CRELD1"	"ENSG00000163703"	78987	0.46753994164542
"PRRT3"	"ENSG00000163704"	285368	0.407666092505937
"FANCD2OS"	"ENSG00000163705"	115795	0.0880311544763851
"PCOLCE2"	"ENSG00000163710"	26577	0
"U2SURP"	"ENSG00000163714"	23350	0.700881958435262
"MTMR14"	"ENSG00000163719"	64419	0.609555079595292
"TTC14"	"ENSG00000163728"	151613	0.614682952783839
"CXCL3"	"ENSG00000163734"	2921	0.0880311544763851
"CXCL5"	"ENSG00000163735"	6374	0.0555414746003966
